uid,date,n_convo,minutes_convo,n_unlocks,n_scans,n_bt_unique,sleep,stress,deadline_day,weekday,weekend
18,2013-07-12,0,0,0,0,0,NA,NA,1,Fri,0
18,2013-07-13,0,0,0,0,0,NA,NA,1,Sat,1
18,2013-07-14,0,0,0,0,0,NA,NA,1,Sun,1
18,2013-07-15,0,0,0,0,0,NA,NA,1,Mon,0
18,2013-07-16,0,0,0,0,0,NA,NA,1,Tue,0
18,2013-07-17,0,0,0,0,0,NA,NA,1,Wed,0
18,2013-07-18,0,0,0,0,0,NA,NA,1,Thu,0
18,2013-07-19,0,0,0,0,0,NA,NA,1,Fri,0
18,2013-07-20,0,0,0,0,0,NA,NA,1,Sat,1
18,2013-07-21,0,0,0,0,0,NA,NA,1,Sun,1
18,2013-07-22,0,0,0,0,0,NA,NA,1,Mon,0
18,2013-07-23,0,0,0,0,0,NA,NA,1,Tue,0
18,2013-07-24,0,0,0,0,0,NA,NA,1,Wed,0
18,2013-07-25,0,0,0,0,0,NA,NA,1,Thu,0
18,2013-07-26,0,0,0,0,0,NA,NA,1,Fri,0
18,2013-07-27,0,0,0,0,0,NA,NA,1,Sat,1
18,2013-07-28,0,0,0,0,0,NA,NA,1,Sun,1
18,2013-07-29,0,0,0,0,0,NA,NA,1,Mon,0
18,2013-07-30,0,0,0,0,0,NA,NA,1,Tue,0
18,2013-07-31,0,0,0,0,0,NA,NA,1,Wed,0
18,2013-08-01,0,0,0,0,0,NA,NA,1,Thu,0
18,2013-08-02,0,0,0,0,0,NA,NA,1,Fri,0
18,2013-08-03,0,0,0,0,0,NA,NA,1,Sat,1
18,2013-08-04,0,0,0,0,0,NA,NA,1,Sun,1
18,2013-08-05,0,0,0,0,0,NA,NA,1,Mon,0
18,2013-08-06,0,0,0,0,0,NA,NA,1,Tue,0
18,2013-08-07,0,0,0,0,0,NA,NA,1,Wed,0
18,2013-08-08,0,0,0,0,0,NA,NA,1,Thu,0
18,2013-08-09,0,0,0,0,0,NA,NA,1,Fri,0
18,2013-08-10,0,0,0,0,0,NA,NA,1,Sat,1
18,2013-08-11,0,0,0,0,0,NA,NA,1,Sun,1
18,2013-08-12,0,0,0,0,0,NA,NA,1,Mon,0
18,2013-08-13,0,0,0,0,0,NA,NA,1,Tue,0
18,2013-08-14,0,0,0,0,0,NA,NA,1,Wed,0
18,2013-08-15,0,0,0,0,0,NA,NA,1,Thu,0
18,2013-08-16,0,0,0,0,0,NA,NA,1,Fri,0
18,2013-08-17,0,0,0,0,0,NA,NA,1,Sat,1
18,2013-08-18,0,0,0,0,0,NA,NA,1,Sun,1
18,2013-08-19,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-03-24,0,0,0,0,0,NA,NA,0,Sun,1
19,2013-03-27,17,0,2,134,0,8,2,1,Wed,0
19,2013-03-28,38,0,2,120,0,8,1,1,Thu,0
19,2013-03-29,34,0,4,85,0,7,1,1,Fri,0
19,2013-03-30,37,0,0,33,0,NA,1.5,1,Sat,1
19,2013-03-31,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-04-01,24,0,3,99,0,7.5,1,1,Mon,0
19,2013-04-02,45,0,4,121,0,8,1,1,Tue,0
19,2013-04-03,38,0,2,132,0,8,1.5,1,Wed,0
19,2013-04-04,27,0,3,117,0,7,1.3333333333333333,1,Thu,0
19,2013-04-05,25,0,4,68,0,7,1.5,1,Fri,0
19,2013-04-06,35,0,2,107,0,5,2,1,Sat,1
19,2013-04-07,40,0,3,158,0,7,3,1,Sun,1
19,2013-04-08,30,0,2,103,0,8,2,1,Mon,0
19,2013-04-09,36,0,3,109,0,8,1.25,1,Tue,0
19,2013-04-10,44,0,2,125,0,8,2,1,Wed,0
19,2013-04-11,44,0,5,122,0,7,2,1,Thu,0
19,2013-04-12,34,0,3,239,0,8,1,1,Fri,0
19,2013-04-13,34,0,4,61,0,7,2,1,Sat,1
19,2013-04-14,31,0,3,123,0,8,2,1,Sun,1
19,2013-04-15,22,0,5,205,0,8,1.3333333333333333,1,Mon,0
19,2013-04-16,26,0,5,148,0,7,2,1,Tue,0
19,2013-04-17,24,0,4,301,0,7,2,1,Wed,0
19,2013-04-18,42,0,4,350,0,6,2,1,Thu,0
19,2013-04-19,37,0,3,221,0,8,1,1,Fri,0
19,2013-04-20,6,0,1,25,0,NA,NA,1,Sat,1
19,2013-04-21,1,0,5,84,0,NA,2,1,Sun,1
19,2013-04-22,16,0,4,375,0,3,NA,1,Mon,0
19,2013-04-23,31,0,3,369,0,9,1,1,Tue,0
19,2013-04-24,22,0,5,90,0,NA,NA,1,Wed,0
19,2013-04-25,37,0,2,303,0,7,2,1,Thu,0
19,2013-04-26,41,0,3,211,0,8,1,1,Fri,0
19,2013-04-27,26,0,7,262,0,NA,NA,1,Sat,1
19,2013-04-28,20,0,3,162,0,NA,NA,1,Sun,1
19,2013-04-29,0,0,3,211,0,6.5,2.6666666666666665,1,Mon,0
19,2013-04-30,0,0,5,857,0,NA,NA,1,Tue,0
19,2013-05-01,6,0,7,353,0,4.5,2,1,Wed,0
19,2013-05-02,15,0,5,188,0,8,2,1,Thu,0
19,2013-05-03,0,0,3,200,0,8,1,1,Fri,0
19,2013-05-04,2,0,3,31,0,NA,1,1,Sat,1
19,2013-05-05,11,0,2,17,0,NA,1,1,Sun,1
19,2013-05-06,21,0,5,473,0,8,1,1,Mon,0
19,2013-05-07,27,0,5,589,0,NA,3,1,Tue,0
19,2013-05-08,21,0,10,655,0,NA,2,1,Wed,0
19,2013-05-09,0,0,5,334,0,NA,2,1,Thu,0
19,2013-05-10,21,0,5,147,0,10,NA,1,Fri,0
19,2013-05-11,24,0,2,86,0,9,NA,1,Sat,1
19,2013-05-12,26,0,4,273,0,11,4,1,Sun,1
19,2013-05-13,25,0,6,452,0,10,2,1,Mon,0
19,2013-05-14,39,0,8,573,0,8,1,1,Tue,0
19,2013-05-15,35,0,6,434,0,9,2.5,1,Wed,0
19,2013-05-16,10,0,3,224,0,6,2,1,Thu,0
19,2013-05-17,0,0,3,154,0,6,3,1,Fri,0
19,2013-05-18,0,0,6,270,0,13,3,1,Sat,1
19,2013-05-19,1,0,4,102,0,12,4,1,Sun,1
19,2013-05-20,22,0,4,222,0,12,2.5,1,Mon,0
19,2013-05-21,41,0,4,558,0,NA,1,1,Tue,0
19,2013-05-22,33,0,3,297,0,11,3,1,Wed,0
19,2013-05-23,29,0,4,308,0,NA,2.5,1,Thu,0
19,2013-05-24,24,0,5,363,0,11,2.5,1,Fri,0
19,2013-05-25,32,0,5,559,0,11,2,1,Sat,1
19,2013-05-26,43,0,3,636,0,9,2,1,Sun,1
19,2013-05-27,38,0,3,2986,0,6,NA,1,Mon,0
19,2013-05-28,61,0,8,855,0,NA,NA,1,Tue,0
19,2013-05-29,55,0,2,961,0,1,4,1,Wed,0
19,2013-05-30,21,0,4,23,0,NA,NA,1,Thu,0
19,2013-05-31,31,0,4,39,0,14,5,1,Fri,0
19,2013-06-01,8,0,0,21,0,NA,4,1,Sat,1
19,2013-06-02,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-06-03,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-06-04,0,0,0,0,0,NA,NA,1,Tue,0
19,2013-06-05,0,0,0,0,0,NA,NA,1,Wed,0
19,2013-06-06,0,0,0,0,0,NA,NA,1,Thu,0
19,2013-06-07,0,0,0,0,0,NA,NA,1,Fri,0
19,2013-06-08,0,0,0,0,0,NA,NA,1,Sat,1
19,2013-06-09,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-06-10,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-06-11,0,0,0,0,0,NA,NA,1,Tue,0
19,2013-06-12,0,0,0,0,0,NA,NA,1,Wed,0
19,2013-06-13,0,0,0,0,0,NA,NA,1,Thu,0
19,2013-06-14,0,0,0,0,0,NA,NA,1,Fri,0
19,2013-06-15,0,0,0,0,0,NA,NA,1,Sat,1
19,2013-06-16,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-06-17,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-06-18,0,0,0,0,0,NA,NA,1,Tue,0
19,2013-06-19,0,0,0,0,0,NA,NA,1,Wed,0
19,2013-06-20,0,0,0,0,0,NA,NA,1,Thu,0
19,2013-06-21,0,0,0,0,0,NA,NA,1,Fri,0
19,2013-06-22,0,0,0,0,0,NA,NA,1,Sat,1
19,2013-06-23,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-06-24,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-06-25,0,0,0,0,0,NA,NA,1,Tue,0
19,2013-06-26,0,0,0,0,0,NA,NA,1,Wed,0
19,2013-06-27,0,0,0,0,0,NA,NA,1,Thu,0
19,2013-06-28,0,0,0,0,0,NA,NA,1,Fri,0
19,2013-06-29,0,0,0,0,0,NA,NA,1,Sat,1
19,2013-06-30,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-07-01,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-07-02,0,0,0,0,0,NA,NA,1,Tue,0
19,2013-07-03,0,0,0,0,0,NA,NA,1,Wed,0
19,2013-07-04,0,0,0,0,0,NA,NA,1,Thu,0
19,2013-07-05,0,0,0,0,0,NA,NA,1,Fri,0
19,2013-07-06,0,0,0,0,0,NA,NA,1,Sat,1
19,2013-07-07,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-07-08,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-07-09,0,0,0,0,0,NA,NA,1,Tue,0
19,2013-07-10,0,0,0,0,0,NA,NA,1,Wed,0
19,2013-07-11,0,0,0,0,0,NA,NA,1,Thu,0
19,2013-07-12,0,0,0,0,0,NA,NA,1,Fri,0
19,2013-07-13,0,0,0,0,0,NA,NA,1,Sat,1
19,2013-07-14,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-07-15,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-07-16,0,0,0,0,0,NA,NA,1,Tue,0
19,2013-07-17,0,0,0,0,0,NA,NA,1,Wed,0
19,2013-07-18,0,0,0,0,0,NA,NA,1,Thu,0
19,2013-07-19,0,0,0,0,0,NA,NA,1,Fri,0
19,2013-07-20,0,0,0,0,0,NA,NA,1,Sat,1
19,2013-07-21,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-07-22,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-07-23,0,0,0,0,0,NA,NA,1,Tue,0
19,2013-07-24,0,0,0,0,0,NA,NA,1,Wed,0
19,2013-07-25,0,0,0,0,0,NA,NA,1,Thu,0
19,2013-07-26,0,0,0,0,0,NA,NA,1,Fri,0
19,2013-07-27,0,0,0,0,0,NA,NA,1,Sat,1
19,2013-07-28,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-07-29,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-07-30,0,0,0,0,0,NA,NA,1,Tue,0
19,2013-07-31,0,0,0,0,0,NA,NA,1,Wed,0
19,2013-08-01,0,0,0,0,0,NA,NA,1,Thu,0
19,2013-08-02,0,0,0,0,0,NA,NA,1,Fri,0
19,2013-08-03,0,0,0,0,0,NA,NA,1,Sat,1
19,2013-08-04,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-08-05,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-08-06,0,0,0,0,0,NA,NA,1,Tue,0
19,2013-08-07,0,0,0,0,0,NA,NA,1,Wed,0
19,2013-08-08,0,0,0,0,0,NA,NA,1,Thu,0
19,2013-08-09,0,0,0,0,0,NA,NA,1,Fri,0
19,2013-08-10,0,0,0,0,0,NA,NA,1,Sat,1
19,2013-08-11,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-08-12,0,0,0,0,0,NA,NA,1,Mon,0
19,2013-08-13,0,0,0,0,0,NA,NA,1,Tue,0
19,2013-08-14,0,0,0,0,0,NA,NA,1,Wed,0
19,2013-08-15,0,0,0,0,0,NA,NA,1,Thu,0
19,2013-08-16,0,0,0,0,0,NA,NA,1,Fri,0
19,2013-08-17,0,0,0,0,0,NA,NA,1,Sat,1
19,2013-08-18,0,0,0,0,0,NA,NA,1,Sun,1
19,2013-08-19,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-03-24,0,0,0,0,0,NA,NA,0,Sun,1
2,2013-03-27,4,0,1,111,0,8,4,1,Wed,0
2,2013-03-28,13,0,0,149,0,7,1,1,Thu,0
2,2013-03-29,17,0,3,99,0,7,4,1,Fri,0
2,2013-03-30,27,0,3,79,0,8,4,1,Sat,1
2,2013-03-31,19,0,1,41,0,7,5,1,Sun,1
2,2013-04-01,35,0,3,103,0,7,NA,1,Mon,0
2,2013-04-02,28,0,4,133,0,8,NA,1,Tue,0
2,2013-04-03,15,0,3,146,0,8,1,1,Wed,0
2,2013-04-04,14,0,3,127,0,8,2,1,Thu,0
2,2013-04-05,21,0,1,128,0,8,1,1,Fri,0
2,2013-04-06,32,0,3,136,0,7,NA,1,Sat,1
2,2013-04-07,22,0,2,163,0,NA,4,1,Sun,1
2,2013-04-08,31,0,3,209,0,8,1,1,Mon,0
2,2013-04-09,20,0,6,75,0,7,1,1,Tue,0
2,2013-04-10,20,0,7,121,0,8,NA,1,Wed,0
2,2013-04-11,26,0,3,86,0,NA,1,1,Thu,0
2,2013-04-12,12,0,1,204,0,NA,NA,1,Fri,0
2,2013-04-13,20,0,2,53,0,8,1,1,Sat,1
2,2013-04-14,30,0,3,119,0,NA,2,1,Sun,1
2,2013-04-15,35,0,4,304,0,NA,1,1,Mon,0
2,2013-04-16,25,0,4,150,0,NA,2,1,Tue,0
2,2013-04-17,25,0,3,178,0,9,4,1,Wed,0
2,2013-04-18,33,0,2,138,0,NA,4,1,Thu,0
2,2013-04-19,33,0,1,224,0,NA,NA,1,Fri,0
2,2013-04-20,26,0,4,125,0,NA,4,1,Sat,1
2,2013-04-21,37,0,1,125,0,8,NA,1,Sun,1
2,2013-04-22,24,0,0,385,0,8,NA,1,Mon,0
2,2013-04-23,33,0,3,295,0,NA,1,1,Tue,0
2,2013-04-24,45,0,2,80,0,NA,NA,1,Wed,0
2,2013-04-25,16,0,3,0,0,7,1,1,Thu,0
2,2013-04-26,7,0,2,192,0,6,NA,1,Fri,0
2,2013-04-27,0,0,2,46,0,NA,NA,1,Sat,1
2,2013-04-28,11,0,3,170,0,NA,NA,1,Sun,1
2,2013-04-29,31,0,2,240,0,NA,2,1,Mon,0
2,2013-04-30,14,0,1,308,0,NA,2,1,Tue,0
2,2013-05-01,50,0,3,111,0,NA,NA,1,Wed,0
2,2013-05-02,11,0,2,123,0,NA,NA,1,Thu,0
2,2013-05-03,13,0,2,103,0,8.5,1,1,Fri,0
2,2013-05-04,35,0,1,215,0,NA,NA,1,Sat,1
2,2013-05-05,35,0,2,313,0,9,NA,1,Sun,1
2,2013-05-06,24,0,4,341,0,NA,1,1,Mon,0
2,2013-05-07,0,0,3,362,0,NA,1,1,Tue,0
2,2013-05-08,15,0,1,363,0,NA,1,1,Wed,0
2,2013-05-09,14,0,3,242,0,NA,NA,1,Thu,0
2,2013-05-10,18,0,2,271,0,NA,NA,1,Fri,0
2,2013-05-11,21,0,2,124,0,NA,NA,1,Sat,1
2,2013-05-12,14,0,1,300,0,NA,NA,1,Sun,1
2,2013-05-13,31,0,1,413,0,NA,NA,1,Mon,0
2,2013-05-14,1,0,5,269,0,NA,NA,1,Tue,0
2,2013-05-15,30,0,2,258,0,NA,NA,1,Wed,0
2,2013-05-16,5,0,2,186,0,12,NA,1,Thu,0
2,2013-05-17,13,0,1,107,0,NA,NA,1,Fri,0
2,2013-05-18,27,0,3,100,0,NA,NA,1,Sat,1
2,2013-05-19,1,0,1,205,0,NA,NA,1,Sun,1
2,2013-05-20,14,0,1,327,0,NA,NA,1,Mon,0
2,2013-05-21,8,0,2,321,0,NA,NA,1,Tue,0
2,2013-05-22,6,0,2,476,0,NA,NA,1,Wed,0
2,2013-05-23,3,0,4,280,0,NA,NA,1,Thu,0
2,2013-05-24,26,0,2,336,0,NA,NA,1,Fri,0
2,2013-05-25,29,0,3,471,0,NA,NA,1,Sat,1
2,2013-05-26,20,0,1,304,0,NA,NA,1,Sun,1
2,2013-05-27,32,0,2,1371,0,NA,NA,1,Mon,0
2,2013-05-28,41,0,3,3808,0,NA,NA,1,Tue,0
2,2013-05-29,71,0,2,1123,0,NA,NA,1,Wed,0
2,2013-05-30,24,0,3,195,0,NA,NA,1,Thu,0
2,2013-05-31,36,0,1,116,0,NA,NA,1,Fri,0
2,2013-06-01,14,0,0,8,0,NA,NA,1,Sat,1
2,2013-06-02,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-06-03,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-06-04,0,0,0,0,0,NA,NA,1,Tue,0
2,2013-06-05,0,0,0,0,0,NA,NA,1,Wed,0
2,2013-06-06,0,0,0,0,0,NA,NA,1,Thu,0
2,2013-06-07,0,0,0,0,0,NA,NA,1,Fri,0
2,2013-06-08,0,0,0,0,0,NA,NA,1,Sat,1
2,2013-06-09,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-06-10,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-06-11,0,0,0,0,0,NA,NA,1,Tue,0
2,2013-06-12,0,0,0,0,0,NA,NA,1,Wed,0
2,2013-06-13,0,0,0,0,0,NA,NA,1,Thu,0
2,2013-06-14,0,0,0,0,0,NA,NA,1,Fri,0
2,2013-06-15,0,0,0,0,0,NA,NA,1,Sat,1
2,2013-06-16,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-06-17,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-06-18,0,0,0,0,0,NA,NA,1,Tue,0
2,2013-06-19,0,0,0,0,0,NA,NA,1,Wed,0
2,2013-06-20,0,0,0,0,0,NA,NA,1,Thu,0
2,2013-06-21,0,0,0,0,0,NA,NA,1,Fri,0
2,2013-06-22,0,0,0,0,0,NA,NA,1,Sat,1
2,2013-06-23,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-06-24,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-06-25,0,0,0,0,0,NA,NA,1,Tue,0
2,2013-06-26,0,0,0,0,0,NA,NA,1,Wed,0
2,2013-06-27,0,0,0,0,0,NA,NA,1,Thu,0
2,2013-06-28,0,0,0,0,0,NA,NA,1,Fri,0
2,2013-06-29,0,0,0,0,0,NA,NA,1,Sat,1
2,2013-06-30,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-07-01,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-07-02,0,0,0,0,0,NA,NA,1,Tue,0
2,2013-07-03,0,0,0,0,0,NA,NA,1,Wed,0
2,2013-07-04,0,0,0,0,0,NA,NA,1,Thu,0
2,2013-07-05,0,0,0,0,0,NA,NA,1,Fri,0
2,2013-07-06,0,0,0,0,0,NA,NA,1,Sat,1
2,2013-07-07,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-07-08,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-07-09,0,0,0,0,0,NA,NA,1,Tue,0
2,2013-07-10,0,0,0,0,0,NA,NA,1,Wed,0
2,2013-07-11,0,0,0,0,0,NA,NA,1,Thu,0
2,2013-07-12,0,0,0,0,0,NA,NA,1,Fri,0
2,2013-07-13,0,0,0,0,0,NA,NA,1,Sat,1
2,2013-07-14,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-07-15,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-07-16,0,0,0,0,0,NA,NA,1,Tue,0
2,2013-07-17,0,0,0,0,0,NA,NA,1,Wed,0
2,2013-07-18,0,0,0,0,0,NA,NA,1,Thu,0
2,2013-07-19,0,0,0,0,0,NA,NA,1,Fri,0
2,2013-07-20,0,0,0,0,0,NA,NA,1,Sat,1
2,2013-07-21,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-07-22,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-07-23,0,0,0,0,0,NA,NA,1,Tue,0
2,2013-07-24,0,0,0,0,0,NA,NA,1,Wed,0
2,2013-07-25,0,0,0,0,0,NA,NA,1,Thu,0
2,2013-07-26,0,0,0,0,0,NA,NA,1,Fri,0
2,2013-07-27,0,0,0,0,0,NA,NA,1,Sat,1
2,2013-07-28,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-07-29,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-07-30,0,0,0,0,0,NA,NA,1,Tue,0
2,2013-07-31,0,0,0,0,0,NA,NA,1,Wed,0
2,2013-08-01,0,0,0,0,0,NA,NA,1,Thu,0
2,2013-08-02,0,0,0,0,0,NA,NA,1,Fri,0
2,2013-08-03,0,0,0,0,0,NA,NA,1,Sat,1
2,2013-08-04,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-08-05,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-08-06,0,0,0,0,0,NA,NA,1,Tue,0
2,2013-08-07,0,0,0,0,0,NA,NA,1,Wed,0
2,2013-08-08,0,0,0,0,0,NA,NA,1,Thu,0
2,2013-08-09,0,0,0,0,0,NA,NA,1,Fri,0
2,2013-08-10,0,0,0,0,0,NA,NA,1,Sat,1
2,2013-08-11,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-08-12,0,0,0,0,0,NA,NA,1,Mon,0
2,2013-08-13,0,0,0,0,0,NA,NA,1,Tue,0
2,2013-08-14,0,0,0,0,0,NA,NA,1,Wed,0
2,2013-08-15,0,0,0,0,0,NA,NA,1,Thu,0
2,2013-08-16,0,0,0,0,0,NA,NA,1,Fri,0
2,2013-08-17,0,0,0,0,0,NA,NA,1,Sat,1
2,2013-08-18,0,0,0,0,0,NA,NA,1,Sun,1
2,2013-08-19,0,0,0,0,0,NA,NA,1,Mon,0
20,2013-03-24,0,0,0,0,0,NA,NA,0,Sun,1
20,2013-03-27,11,0,3,19,0,7,4,1,Wed,0
20,2013-03-28,31,0,5,60,0,7,NA,1,Thu,0
20,2013-03-29,26,0,1,13,0,NA,1,1,Fri,0
20,2013-03-30,32,0,0,30,0,NA,NA,1,Sat,1
20,2013-03-31,0,0,0,0,0,NA,NA,1,Sun,1
20,2013-04-01,25,0,4,90,0,6,NA,1,Mon,0
20,2013-04-02,42,0,5,59,0,6,NA,1,Tue,0
20,2013-04-03,22,0,3,90,0,6,1,1,Wed,0
20,2013-04-04,27,0,4,56,0,7,1,1,Thu,0
20,2013-04-05,30,0,1,0,0,3,NA,1,Fri,0
20,2013-04-06,41,0,0,17,0,NA,1,1,Sat,1
20,2013-04-07,28,0,4,15,0,7,1,1,Sun,1
20,2013-04-08,34,0,3,52,0,7,1,1,Mon,0
20,2013-04-09,24,0,3,66,0,NA,NA,1,Tue,0
20,2013-04-10,28,0,2,69,0,7,NA,1,Wed,0
20,2013-04-11,23,0,3,41,0,8,2,1,Thu,0
20,2013-04-12,50,0,6,129,0,6,NA,1,Fri,0
20,2013-04-13,37,0,2,115,0,NA,NA,1,Sat,1
20,2013-04-14,41,0,1,180,0,NA,NA,1,Sun,1
20,2013-04-15,7,0,0,97,0,NA,NA,1,Mon,0
20,2013-04-16,0,0,0,0,0,NA,NA,1,Tue,0
20,2013-04-17,0,0,0,0,0,NA,NA,1,Wed,0
20,2013-04-18,0,0,0,0,0,NA,NA,1,Thu,0
20,2013-04-19,0,0,0,24,0,NA,NA,1,Fri,0
20,2013-04-20,31,0,2,150,0,NA,NA,1,Sat,1
20,2013-04-21,15,0,3,132,0,NA,NA,1,Sun,1
20,2013-04-22,23,0,5,183,0,NA,NA,1,Mon,0
20,2013-04-23,19,0,3,268,0,NA,NA,1,Tue,0
20,2013-04-24,18,0,2,305,0,NA,NA,1,Wed,0
20,2013-04-25,30,0,6,569,0,NA,NA,1,Thu,0
20,2013-04-26,38,0,1,243,0,NA,NA,1,Fri,0
20,2013-04-27,12,0,2,188,0,NA,NA,1,Sat,1
20,2013-04-28,27,0,3,235,0,NA,NA,1,Sun,1
20,2013-04-29,22,0,3,280,0,NA,NA,1,Mon,0
20,2013-04-30,24,0,0,307,0,NA,NA,1,Tue,0
20,2013-05-01,12,0,0,335,0,NA,NA,1,Wed,0
20,2013-05-02,0,0,0,0,0,NA,NA,1,Thu,0
20,2013-05-03,0,0,0,0,0,NA,NA,1,Fri,0
20,2013-05-04,12,0,2,28,0,NA,NA,1,Sat,1
20,2013-05-05,13,0,3,310,0,NA,NA,1,Sun,1
20,2013-05-06,18,0,2,210,0,NA,NA,1,Mon,0
20,2013-05-07,21,0,0,317,0,NA,NA,1,Tue,0
20,2013-05-08,16,0,0,217,0,NA,NA,1,Wed,0
20,2013-05-09,0,0,0,0,0,NA,NA,1,Thu,0
20,2013-05-10,8,0,1,60,0,NA,NA,1,Fri,0
20,2013-05-11,9,0,2,193,0,NA,NA,1,Sat,1
20,2013-05-12,0,0,0,126,0,NA,NA,1,Sun,1
20,2013-05-13,6,0,3,253,0,NA,NA,1,Mon,0
20,2013-05-14,9,0,4,284,0,NA,NA,1,Tue,0
20,2013-05-15,17,0,4,277,0,NA,NA,1,Wed,0
20,2013-05-16,7,0,1,299,0,NA,NA,1,Thu,0
20,2013-05-17,7,0,2,349,0,NA,NA,1,Fri,0
20,2013-05-18,31,0,0,122,0,NA,NA,1,Sat,1
20,2013-05-19,7,0,3,30,0,NA,NA,1,Sun,1
20,2013-05-20,24,0,3,355,0,NA,NA,1,Mon,0
20,2013-05-21,17,0,0,254,0,NA,NA,1,Tue,0
20,2013-05-22,0,0,0,13,0,NA,NA,1,Wed,0
20,2013-05-23,0,0,0,0,0,NA,NA,1,Thu,0
20,2013-05-24,0,0,0,0,0,NA,NA,1,Fri,0
20,2013-05-25,0,0,0,0,0,NA,NA,1,Sat,1
20,2013-05-26,0,0,0,0,0,NA,NA,1,Sun,1
20,2013-05-27,0,0,0,0,0,NA,NA,1,Mon,0
20,2013-05-28,0,0,0,0,0,NA,NA,1,Tue,0
20,2013-05-29,0,0,0,0,0,NA,NA,1,Wed,0
20,2013-05-30,0,0,0,0,0,NA,NA,1,Thu,0
20,2013-05-31,0,0,0,0,0,NA,NA,1,Fri,0
20,2013-06-01,0,0,0,0,0,NA,NA,1,Sat,1
20,2013-06-02,0,0,0,0,0,NA,NA,1,Sun,1
20,2013-06-03,0,0,0,0,0,NA,NA,1,Mon,0
20,2013-06-04,0,0,0,0,0,NA,NA,1,Tue,0
20,2013-06-05,0,0,0,0,0,NA,NA,1,Wed,0
20,2013-06-06,0,0,0,0,0,NA,NA,1,Thu,0
20,2013-06-07,0,0,0,0,0,NA,NA,1,Fri,0
20,2013-06-08,0,0,0,0,0,NA,NA,1,Sat,1
20,2013-06-09,0,0,0,0,0,NA,NA,1,Sun,1
20,2013-06-10,0,0,0,0,0,NA,NA,1,Mon,0
20,2013-06-11,0,0,0,0,0,NA,NA,1,Tue,0
20,2013-06-12,0,0,0,0,0,NA,NA,1,Wed,0
20,2013-06-13,0,0,0,0,0,NA,NA,1,Thu,0
20,2013-06-14,0,0,0,0,0,NA,NA,1,Fri,0
20,2013-06-15,0,0,0,0,0,NA,NA,1,Sat,1
20,2013-06-16,0,0,0,0,0,NA,NA,1,Sun,1
20,2013-06-17,0,0,0,0,0,NA,NA,1,Mon,0
20,2013-06-18,0,0,0,0,0,NA,NA,1,Tue,0
20,2013-06-19,0,0,0,0,0,NA,NA,1,Wed,0
20,2013-06-20,0,0,0,0,0,NA,NA,1,Thu,0
20,2013-06-21,0,0,0,0,0,NA,NA,1,Fri,0
20,2013-06-22,0,0,0,0,0,NA,NA,1,Sat,1
20,2013-06-23,0,0,0,0,0,NA,NA,1,Sun,1
20,2013-06-24,0,0,0,0,0,NA,NA,1,Mon,0
20,2013-06-25,0,0,0,0,0,NA,NA,1,Tue,0
20,2013-06-26,0,0,0,0,0,NA,NA,1,Wed,0
